# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Mon May 23 11:19:13 2022
#
# User preference: *
#
# CONSTRAINT:  where (default_flag = 1)
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN default_flag:   Default Parameter Set
# COLUMN sy_snum:        Number of Stars
# COLUMN sy_pnum:        Number of Planets
# COLUMN discoverymethod: Discovery Method
# COLUMN disc_year:      Discovery Year
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au])
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_radj:        Planet Radius [Jupiter Radius]
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_bmassj:      Planet Mass or Mass*sin(i) [Jupiter Mass]
# COLUMN pl_bmassprov:   Planet Mass or Mass*sin(i) Provenance
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN ttv_flag:       Data show Transit Timing Variations
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN sy_dist:        Distance [pc]
#
loc_rowid,pl_name,hostname,default_flag,sy_snum,sy_pnum,discoverymethod,disc_year,pl_orbper,pl_orbsmax,pl_rade,pl_radj,pl_bmasse,pl_bmassj,pl_bmassprov,pl_orbeccen,pl_eqt,ttv_flag,st_teff,st_rad,st_mass,sy_dist
358,EPIC 206317286 b,EPIC 206317286,1,1,2,Transit,2019,1.58252000,,0.960,0.086,,,,,,0,,,0.71,314.3500000
362,EPIC 206317286 c,EPIC 206317286,1,1,2,Transit,2022,17.51547200,,2.094,0.187,,,,,,0,4752.00,0.76,0.83,314.3500000
368,EPIC 211822797 b,EPIC 211822797,1,1,1,Transit,2016,21.17019630,0.119500,1.920,0.171,,,,,431,0,4057.00,0.58,0.62,186.1970000
374,EPIC 211945201 b,EPIC 211945201,1,1,1,Transit,2018,19.49221000,0.149300,5.760,0.514,,,,,817,0,6069.00,1.39,1.17,181.6900000
377,EPIC 212297394 b,EPIC 212297394,1,1,2,Transit,2019,2.28936300,,1.480,0.132,,,,,1149,0,5171.00,0.80,0.83,418.3950000
381,EPIC 212297394 c,EPIC 212297394,1,1,2,Transit,2016,5.21396500,,2.270,0.203,,,,,866,0,5171.00,0.80,0.83,418.3950000
384,EPIC 212424622 b,EPIC 212424622,1,1,1,Transit,2019,18.09830000,,2.170,0.194,,,,,,0,,,1.11,611.8040000
385,EPIC 212499991 b,EPIC 212499991,1,1,1,Transit,2019,34.88500000,,1.600,0.143,,,,,,0,,,0.91,283.2900000
388,EPIC 212587672 b,EPIC 212587672,1,1,2,Transit,2019,15.28078000,,1.260,0.112,,,,,756,0,6004.00,0.98,0.99,320.0700000
394,EPIC 212587672 c,EPIC 212587672,1,1,2,Transit,2016,23.22855500,,2.320,0.207,,,,,658,0,6004.00,0.98,0.99,320.0700000
395,EPIC 212624936 b,EPIC 212624936,1,1,2,Transit,2021,0.57865700,,1.200,0.107,,,,,,0,5765.00,0.93,,561.9290000
396,EPIC 212624936 c,EPIC 212624936,1,1,2,Transit,2021,11.81143700,,2.300,0.205,,,,,,0,5765.00,0.93,,561.9290000
400,EPIC 212737443 b,EPIC 212737443,1,1,2,Transit,2019,13.60300000,0.098000,2.586,0.231,,,,0.200000,536,0,4684.00,0.67,0.69,336.2500000
401,EPIC 212737443 c,EPIC 212737443,1,1,2,Transit,2019,65.55000000,0.280000,2.690,0.240,,,,0.200000,316,0,4684.00,0.67,0.69,336.2500000
402,EPIC 220492298 b,EPIC 220492298,1,1,1,Transit,2021,0.76240600,,0.990,0.088,,,,,,0,5620.00,0.89,,624.5120000
403,EPIC 220554210 c,K2-282,1,1,2,Transit,2019,0.70531000,,1.600,0.143,,,,,,0,5499.00,1.00,,496.2890000
410,EPIC 220674823 b,EPIC 220674823,1,1,2,Transit,2016,0.57121200,,1.600,0.143,,,,,,0,5613.00,0.95,,244.5900000
422,EPIC 220674823 c,EPIC 220674823,1,1,2,Transit,2016,13.33461500,,2.200,0.196,,,,,,0,5613.00,0.95,,244.5900000
423,EPIC 228836835 b,EPIC 228836835,1,1,1,Transit,2021,0.72811300,,1.100,0.098,,,,,,0,3782.00,0.32,,150.1240000
425,EPIC 246851721 b,EPIC 246851721,1,2,1,Transit,2018,6.18023500,0.072290,11.781,1.051,953.49000,3.00000,Mass,,1401,0,6202.00,1.59,1.32,372.6320000
426,EPIC 248847494 b,EPIC 248847494,1,1,1,Transit,2018,3650.00000000,4.500000,12.442,1.110,4131.79000,13.00000,Mass,0.000000,183,0,4898.00,2.70,0.90,551.8860000
427,EPIC 249893012 b,EPIC 249893012,1,1,3,Transit,2020,3.59510000,0.047000,1.950,0.174,8.75000,0.02753,Mass,0.060000,1616,0,5430.00,1.71,1.05,321.2960000
428,EPIC 249893012 c,EPIC 249893012,1,1,3,Transit,2020,15.62400000,0.130000,3.670,0.327,14.67000,0.04616,Mass,0.070000,990,0,5430.00,1.71,1.05,321.2960000
429,EPIC 249893012 d,EPIC 249893012,1,1,3,Transit,2020,35.74700000,0.220000,3.940,0.352,10.18000,0.03203,Mass,0.150000,752,0,5430.00,1.71,1.05,321.2960000
430,FU Tau b,FU Tau,1,1,1,Imaging,2008,,800.000000,,,5085.28000,16.00000,Mass,,2375,0,2838.00,,0.05,
431,G 264-012 b,G 264-012,1,1,2,Radial Velocity,2021,2.30538000,0.022790,,,2.50000,0.00787,Msini,,587,0,3326.00,0.30,0.30,16.0090000
432,G 264-012 c,G 264-012,1,1,2,Radial Velocity,2021,8.05180000,0.052500,,,3.75000,0.01180,Msini,,387,0,3326.00,0.30,0.30,16.0090000
433,G 9-40 b,G 9-40,1,1,1,Transit,2019,5.74600700,0.038500,2.025,0.181,,,,0.000000,456,0,3348.00,0.31,0.29,27.9276000
435,GJ 1061 b,GJ 1061,1,1,3,Radial Velocity,2020,3.20400000,0.021000,,,1.37000,0.00431,Msini,0.310000,,0,2953.00,0.16,0.12,3.6727800
436,GJ 1061 c,GJ 1061,1,1,3,Radial Velocity,2020,6.68900000,0.035000,,,1.74000,0.00547,Msini,0.290000,,0,2953.00,0.16,0.12,3.6727800
437,GJ 1061 d,GJ 1061,1,1,3,Radial Velocity,2020,13.03100000,0.054000,,,1.64000,0.00516,Msini,0.530000,,0,2953.00,0.16,0.12,3.6727800
439,GJ 1132 b,GJ 1132,1,1,2,Transit,2015,1.62893100,0.015300,1.130,0.101,1.66000,0.00522,Mass,0.220000,529,0,3270.00,0.21,0.18,12.6130000
442,GJ 1132 c,GJ 1132,1,1,2,Radial Velocity,2018,8.92900000,0.047600,,,2.64000,0.00831,Msini,0.270000,300,0,3270.00,0.21,0.18,12.6130000
443,GJ 1148 b,GJ 1148,1,1,2,Radial Velocity,2010,41.38000000,0.166000,,,96.70000,0.30425,Msini,0.380000,,0,3287.00,0.36,0.34,11.0143000
446,GJ 1148 c,GJ 1148,1,1,2,Radial Velocity,2017,532.58000000,0.912000,,,68.06000,0.21414,Msini,0.342000,,0,3287.00,0.36,0.34,11.0143000
448,GJ 1151 b,GJ 1151,1,1,1,Radial Velocity,2021,2.01800000,0.017350,,,2.50000,0.00787,Msini,0.000000,,0,,,,8.0362500
462,GJ 1214 b,GJ 1214,1,1,1,Transit,2009,1.58040433,0.014900,2.742,0.245,8.17000,0.02571,Mass,0.063000,596,0,3250.00,0.21,0.18,14.6427000
466,GJ 1252 b,GJ 1252,1,1,1,Transit,2020,0.51823490,0.009160,1.193,0.106,2.09000,0.00658,Mass,0.000000,1089,0,3458.00,0.39,0.38,20.3730000
468,GJ 1265 b,GJ 1265,1,1,1,Radial Velocity,2018,3.65110000,0.026000,,,7.40000,0.02328,Msini,0.040000,,0,3236.00,0.19,0.18,10.2525000
470,GJ 143 b,GJ 143,1,1,2,Transit,2019,35.61253000,0.191500,2.610,0.233,22.70000,0.07142,Mass,0.188000,422,0,4640.00,0.69,0.73,16.3200000
472,GJ 15 A b,GJ 15 A,1,2,2,Radial Velocity,2014,11.44070000,0.072000,,,3.03000,0.00953,Msini,0.094000,,0,3607.00,0.38,0.38,3.5622800
475,GJ 15 A c,GJ 15 A,1,2,2,Radial Velocity,2018,7600.00000000,5.400000,,,36.00000,0.11327,Msini,0.270000,,0,3607.00,0.38,0.38,3.5622800
476,GJ 160.2 b,GJ 160.2,1,1,1,Radial Velocity,2014,5.23540000,0.053000,,,10.20000,0.03209,Msini,0.060000,,0,4347.00,,0.69,25.8557000
477,GJ 163 b,GJ 163,1,1,3,Radial Velocity,2013,8.63182000,0.060700,,,10.60000,0.03335,Msini,0.073000,,0,,,,15.1285000
478,GJ 163 c,GJ 163,1,1,3,Radial Velocity,2013,25.63058000,0.125400,,,6.80000,0.02140,Msini,0.099000,,0,,,,15.1285000
479,GJ 163 d,GJ 163,1,1,3,Radial Velocity,2013,603.95116000,1.030400,,,29.40000,0.09250,Msini,0.373000,,0,,,,15.1285000
480,GJ 179 b,GJ 179,1,1,1,Radial Velocity,2009,2288.00000000,2.410000,,,260.61000,0.82000,Msini,0.210000,,0,3370.00,0.38,0.36,12.3560000
482,GJ 180 b,GJ 180,1,1,3,Radial Velocity,2014,17.13300000,0.092000,,,6.49000,0.02042,Msini,0.070000,,0,,,0.43,11.9407000
484,GJ 180 c,GJ 180,1,1,3,Radial Velocity,2014,24.32900000,0.129000,,,6.40000,0.02014,Msini,0.090000,,0,3371.00,,0.43,11.9407000
485,GJ 180 d,GJ 180,1,1,3,Radial Velocity,2020,106.30000000,0.309000,,,7.56000,0.02379,Msini,0.140000,,0,,,0.43,11.9407000
486,GJ 2056 b,GJ 2056,1,1,1,Radial Velocity,2020,69.97100000,0.283000,,,16.20000,0.05097,Msini,0.720000,,0,,,0.62,28.4434000
487,GJ 229 A c,GJ 229,1,2,2,Radial Velocity,2020,121.99500000,0.339000,,,7.26800,0.02287,Msini,0.190000,,0,,,0.58,5.7562400
488,GJ 229 b,GJ 229,1,2,2,Radial Velocity,2014,526.11500000,0.898000,,,8.47800,0.02667,Msini,0.100000,,0,,,0.58,5.7562400
490,GJ 251 b,GJ 251,1,1,1,Radial Velocity,2020,14.23800000,0.081800,,,4.00000,0.01259,Msini,0.100000,351,0,3451.00,0.36,0.36,5.5805700
491,GJ 27.1 b,GJ 27.1,1,1,1,Radial Velocity,2014,15.81900000,0.101000,,,13.00000,0.04090,Msini,0.080000,,0,3542.00,,0.53,23.6062000
492,GJ 273 b,GJ 273,1,1,2,Radial Velocity,2017,18.64980000,0.091101,,,2.89000,0.00909,Msini,0.100000,,0,3382.00,0.29,0.29,5.9215350
493,GJ 273 c,GJ 273,1,1,2,Radial Velocity,2017,4.72340000,0.036467,,,1.18000,0.00371,Msini,0.170000,,0,3382.00,0.29,0.29,5.9215350
494,GJ 3021 b,GJ 3021,1,2,1,Radial Velocity,2000,133.71000000,0.490000,,,1071.04000,3.37000,Msini,0.511000,350,0,5540.00,0.90,0.90,17.5559000
495,GJ 3082 b,GJ 3082,1,1,1,Radial Velocity,2020,11.94900000,0.079000,,,8.20000,0.02580,Msini,0.220000,,0,,,0.47,16.6186000
496,GJ 3138 b,GJ 3138,1,1,3,Radial Velocity,2017,1.22003000,0.019700,,,1.78000,0.00560,Msini,0.190000,,0,3717.00,0.50,0.68,28.4712000
497,GJ 3138 c,GJ 3138,1,1,3,Radial Velocity,2017,5.97400000,0.057000,,,4.18000,0.01315,Msini,0.110000,,0,3717.00,0.50,0.68,28.4712000
498,GJ 3138 d,GJ 3138,1,1,3,Radial Velocity,2017,257.80000000,0.698000,,,10.50000,0.03304,Msini,0.320000,,0,3717.00,0.50,0.68,28.4712000
499,GJ 317 b,GJ 317,1,1,2,Radial Velocity,2007,695.66000000,1.151000,,,557.10000,1.75282,Msini,0.070000,,0,,,0.42,15.1968000
506,GJ 317 c,GJ 317,1,1,2,Radial Velocity,2018,6739.32300000,5.230000,,,522.50000,1.64396,Msini,0.170000,,0,,,0.42,15.1968000
507,GJ 328 b,GJ 328,1,1,1,Radial Velocity,2013,4100.00000000,4.500000,,,731.00000,2.30000,Msini,0.370000,,0,3900.00,,0.69,20.5266000
509,GJ 3293 b,GJ 3293,1,1,4,Radial Velocity,2015,30.59870000,0.143390,,,23.54000,0.07406,Msini,0.060000,,0,3466.00,0.40,0.42,20.1903000
511,GJ 3293 c,GJ 3293,1,1,4,Radial Velocity,2015,122.61960000,0.361750,,,21.09000,0.06636,Msini,0.110000,,0,3466.00,0.40,0.42,20.1903000
512,GJ 3293 d,GJ 3293,1,1,4,Radial Velocity,2017,48.13450000,0.193940,,,7.60000,0.02391,Msini,0.120000,,0,3466.00,0.40,0.42,20.1903000
513,GJ 3293 e,GJ 3293,1,1,4,Radial Velocity,2017,13.25430000,0.082080,,,3.28000,0.01032,Msini,0.210000,,0,3466.00,0.40,0.42,20.1903000
514,GJ 3323 b,GJ 3323,1,1,2,Radial Velocity,2017,5.36360000,0.032820,,,2.02000,0.00636,Msini,0.230000,,0,3159.00,0.12,0.16,5.3748400
515,GJ 3323 c,GJ 3323,1,1,2,Radial Velocity,2017,40.54000000,0.126400,,,2.31000,0.00727,Msini,0.170000,,0,3159.00,0.12,0.16,5.3748400
516,GJ 3341 b,GJ 3341,1,1,1,Radial Velocity,2015,14.20700000,0.089000,,,6.60000,0.02080,Msini,0.310000,,0,3526.00,0.44,0.47,23.6190000
517,GJ 338 B b,GJ 338 B,1,2,1,Radial Velocity,2020,24.45000000,0.141000,,,10.27000,0.03231,Msini,0.110000,391,0,4005.00,0.58,0.64,6.3325600
524,GJ 3470 b,GJ 3470,1,1,1,Radial Velocity,2012,3.33664960,0.035500,4.570,0.408,13.90000,0.04373,Mass,,594,0,3600.00,0.55,0.54,29.4214000
527,GJ 3473 b,GJ 3473,1,2,2,Transit,2020,1.19800350,0.015890,1.264,0.113,1.86000,0.00585,Mass,0.000000,773,0,3347.00,0.36,0.36,27.3644000
529,GJ 3473 c,GJ 3473,1,2,2,Radial Velocity,2020,15.50900000,0.087600,,,7.41000,0.02331,Msini,0.000000,329,0,3347.00,0.36,0.36,27.3644000
530,GJ 3512 b,GJ 3512,1,1,1,Radial Velocity,2019,203.59000000,0.338000,,,147.15529,0.46300,Msini,0.435600,,0,3081.00,0.14,0.12,9.4863700
531,GJ 357 b,GJ 357,1,1,3,Transit,2019,3.93072000,0.035000,1.217,0.109,1.84000,0.00579,Mass,,525,0,3505.00,0.34,0.34,9.4418100
533,GJ 357 c,GJ 357,1,1,3,Radial Velocity,2019,9.12470000,0.061000,,,3.40000,0.01070,Msini,,401,0,3505.00,0.34,0.34,9.4418100
534,GJ 357 d,GJ 357,1,1,3,Radial Velocity,2019,55.66100000,0.204000,,,6.10000,0.01919,Msini,,220,0,3505.00,0.34,0.34,9.4418100
535,GJ 3634 b,GJ 3634,1,1,1,Radial Velocity,2010,2.64561000,0.028700,,,8.40000,0.02600,Mass,0.080000,,0,,0.43,0.45,20.3779000
536,GJ 367 b,GJ 367,1,1,1,Transit,2021,0.32196200,0.007100,0.718,0.064,0.54600,0.00172,Mass,0.000000,1745,0,3522.00,0.46,0.45,9.4126300
538,GJ 3779 b,GJ 3779,1,1,1,Radial Velocity,2018,3.02320000,0.026000,,,8.00000,0.02517,Msini,0.070000,,0,3324.00,0.28,0.27,13.7430000
539,GJ 3929 b,GJ 3929,1,1,1,Transit,2022,2.61627450,0.025690,1.150,0.103,1.21000,0.00381,Mass,,569,0,3369.00,0.32,0.31,15.8095000
540,GJ 393 b,GJ 393,1,1,1,Radial Velocity,2021,7.02679000,0.054020,,,1.71000,0.00538,Msini,,485,0,3579.00,0.43,0.43,7.0314900
541,GJ 3942 b,GJ 3942,1,1,1,Radial Velocity,2017,6.90500000,0.060800,,,7.14000,0.02246,Msini,0.121000,590,0,3867.00,0.61,0.63,16.9287000
542,GJ 3998 b,GJ 3998,1,1,2,Radial Velocity,2016,2.64977000,0.029000,,,2.47000,0.00777,Msini,0.000000,,0,3722.00,0.49,0.50,18.1459000
543,GJ 3998 c,GJ 3998,1,1,2,Radial Velocity,2016,13.74000000,0.089000,,,6.26000,0.01970,Msini,0.049000,,0,3722.00,0.49,0.50,18.1459000
544,GJ 411 b,GJ 411,1,1,2,Radial Velocity,2019,12.94600000,0.078900,,,2.69000,0.00846,Msini,0.120000,370,0,3601.00,0.39,0.39,5.6757730
548,GJ 414 A b,GJ 414 A,1,2,2,Radial Velocity,2021,50.80000000,0.232400,2.630,0.235,7.60000,0.02391,Msini,0.450000,309,0,4120.00,0.68,0.65,11.8893000
549,GJ 414 A c,GJ 414 A,1,2,2,Radial Velocity,2021,749.83000000,1.400000,8.400,0.749,53.83000,0.16937,Msini,0.105000,125,0,4120.00,0.68,0.65,11.8893000
552,GJ 422 b,GJ 422,1,1,1,Radial Velocity,2014,20.12900000,0.111000,,,11.07000,0.03483,Msini,0.110000,,0,,,0.35,12.6631000
553,GJ 4276 b,GJ 4276,1,1,1,Radial Velocity,2019,13.35200000,0.082000,,,16.57000,0.05213,Msini,0.370000,,0,3387.00,0.41,0.41,21.3362000
554,GJ 433 b,GJ 433,1,1,3,Radial Velocity,2011,7.37050000,0.062000,,,6.04300,0.01901,Msini,0.040000,,0,,,0.48,9.0645600
558,GJ 433 c,GJ 433,1,1,3,Radial Velocity,2014,5094.10500000,4.819000,,,32.42200,0.10201,Msini,0.120000,,0,,,0.48,9.0645600
560,GJ 433 d,GJ 433,1,1,3,Radial Velocity,2020,36.05900000,0.178000,,,5.22300,0.01643,Msini,0.070000,,0,,,0.48,9.0645600
563,GJ 436 b,GJ 436,1,1,1,Radial Velocity,2004,2.64388312,0.029100,4.170,0.372,22.10000,0.07000,Mass,0.138270,,0,,0.46,0.47,9.7532100
581,GJ 480 b,GJ 480,1,1,1,Radial Velocity,2020,9.56700000,0.068000,,,13.20000,0.04153,Msini,0.100000,,0,,,0.45,14.2358000
582,GJ 486 b,GJ 486,1,1,1,Radial Velocity,2021,1.46711900,0.017340,1.305,0.116,2.82000,0.00887,Mass,0.050000,701,0,3340.00,0.33,0.32,8.0742600
584,GJ 504 b,GJ 504,1,1,1,Imaging,2013,,43.500000,,,1271.30000,4.00000,Mass,,510,0,6234.00,,1.22,17.5299000
585,GJ 514 b,GJ 514,1,1,1,Radial Velocity,2022,140.43000000,0.422000,,,5.20000,0.01636,Msini,0.450000,202,0,3728.00,0.50,0.51,7.6177800
586,GJ 536 b,GJ 536,1,1,1,Radial Velocity,2016,8.70760000,0.066610,,,5.36000,0.01686,Msini,0.080000,,0,3685.00,0.50,0.52,10.4092000
590,GJ 581 b,GJ 581,1,1,3,Radial Velocity,2005,5.36860000,0.040610,,,15.80000,0.04970,Msini,0.000000,,0,3396.00,0.33,0.31,6.2981000
595,GJ 581 c,GJ 581,1,1,3,Radial Velocity,2007,12.91400000,0.072100,,,5.50000,0.01730,Msini,0.000000,,0,3396.00,0.33,0.31,6.2981000
601,GJ 581 e,GJ 581,1,1,3,Radial Velocity,2009,3.14900000,0.028150,,,1.70000,0.00530,Msini,0.000000,,0,3396.00,0.33,0.31,6.2981000
603,GJ 625 b,GJ 625,1,1,1,Radial Velocity,2017,14.62800000,0.078361,,,2.82000,0.00887,Msini,0.130000,,0,3499.00,0.31,0.30,6.4724900
605,GJ 649 b,GJ 649,1,1,1,Radial Velocity,2009,598.30000000,1.135000,,,104.24400,0.32800,Msini,0.300000,,0,3700.00,,0.54,10.3796000
608,GJ 667 C b,GJ 667 C,1,3,5,Radial Velocity,2011,7.20040000,0.050500,,,5.60000,0.01800,Msini,0.130000,,0,3350.00,,0.33,7.2439600
613,GJ 667 C c,GJ 667 C,1,3,5,Radial Velocity,2011,28.14000000,0.125000,,,3.80000,0.01200,Msini,0.020000,,0,3350.00,,0.33,7.2439600
614,GJ 667 C e,GJ 667 C,1,3,5,Radial Velocity,2013,62.24000000,0.213000,,,2.70000,0.00800,Msini,0.020000,,0,3350.00,,0.33,7.2439600
615,GJ 667 C f,GJ 667 C,1,3,5,Radial Velocity,2013,39.02600000,0.156000,,,2.70000,0.00800,Msini,0.030000,,0,3350.00,,0.33,7.2439600
616,GJ 667 C g,GJ 667 C,1,3,5,Radial Velocity,2013,256.20000000,0.549000,,,4.60000,0.01400,Msini,0.080000,,0,3350.00,,0.33,7.2439600
617,GJ 674 b,GJ 674,1,1,1,Radial Velocity,2007,4.69380000,0.039000,,,11.09000,0.03500,Msini,0.200000,,0,3600.00,,0.35,4.5489600
620,GJ 676 A b,GJ 676 A,1,2,4,Radial Velocity,2010,1056.80005000,1.820000,,,1576.43680,4.96000,Msini,0.330000,,0,3734.00,0.69,0.73,16.0272000
622,GJ 676 A c,GJ 676 A,1,2,4,Radial Velocity,2016,7337.00000000,6.600000,,,2161.24400,6.80000,Msini,,,0,,,,16.0272000
623,GJ 676 A d,GJ 676 A,1,2,4,Radial Velocity,2012,3.60050000,,,,4.40000,0.01400,Msini,0.262000,,0,,,,16.0272000
625,GJ 676 A e,GJ 676 A,1,2,4,Radial Velocity,2012,35.39000000,,,,8.10000,0.02500,Msini,0.125000,,0,,,,16.0272000
627,GJ 682 b,GJ 682,1,1,2,Radial Velocity,2014,17.47800000,0.080000,,,4.40000,0.01384,Msini,0.080000,,0,3028.00,,0.27,5.0067100
628,GJ 682 c,GJ 682,1,1,2,Radial Velocity,2014,57.32000000,0.176000,,,8.70000,0.02737,Msini,0.100000,,0,3028.00,,0.27,5.0067100
629,GJ 685 b,GJ 685,1,1,1,Radial Velocity,2019,24.16000000,0.134400,,,9.00000,0.02832,Msini,0.000000,,0,3816.00,0.54,0.55,14.3155000
630,GJ 687 b,GJ 687,1,1,2,Radial Velocity,2014,38.14200000,0.163000,,,17.20000,0.05412,Msini,0.170000,,0,,,0.40,4.5493900
634,GJ 687 c,GJ 687,1,1,2,Radial Velocity,2020,727.56200000,1.165000,,,16.00000,0.05034,Msini,0.400000,,0,,,0.40,4.5493900
635,GJ 720 A b,GJ 720 A,1,2,1,Radial Velocity,2021,19.46600000,0.119000,,,13.64000,0.04292,Msini,0.120000,401,0,3837.00,0.56,0.57,15.5575000
636,GJ 740 b,GJ 740,1,1,1,Radial Velocity,2021,2.37756000,0.029000,,,2.96000,0.00931,Msini,0.240000,829,0,3913.00,0.56,0.58,11.1017000
639,GJ 832 b,GJ 832,1,1,2,Radial Velocity,2008,3657.00000000,3.560000,,,216.00000,0.68000,Msini,0.080000,,0,3472.00,,0.45,4.9643500
640,GJ 832 c,GJ 832,1,1,2,Radial Velocity,2014,35.68000000,0.163000,,,5.40000,0.01700,Msini,0.180000,,0,3472.00,,0.45,4.9643500
643,GJ 849 b,GJ 849,1,1,2,Radial Velocity,2006,1915.00000000,,,,286.04557,0.90000,Msini,,,0,,,0.49,8.8005800
647,GJ 849 c,GJ 849,1,1,2,Radial Velocity,2014,7068.00000000,,,,223.11554,0.70200,Msini,,,0,,,0.49,8.8005800
650,GJ 86 b,GJ 86,1,2,1,Radial Velocity,1999,15.76491000,0.110000,,,1404.80860,4.42000,Msini,0.040000,,0,5182.00,0.77,0.93,10.7836000
657,GJ 876 b,GJ 876,1,1,4,Radial Velocity,1998,61.11660000,0.208317,,,723.22350,2.27560,Mass,0.032400,,0,,0.30,0.32,4.6751700
665,GJ 876 c,GJ 876,1,1,4,Radial Velocity,2000,30.08810000,0.129590,,,226.98460,0.71420,Mass,0.255910,,0,,0.30,0.32,4.6751700
669,GJ 876 d,GJ 876,1,1,4,Radial Velocity,2005,1.93778000,0.020807,,,6.83000,0.02100,Mass,0.207000,,0,,0.30,0.32,4.6751700
675,GJ 876 e,GJ 876,1,1,4,Radial Velocity,2010,124.26000000,0.334300,,,14.60000,0.04600,Mass,0.055000,,0,,0.30,0.32,4.6751700
677,GJ 887 b,GJ 887,1,1,2,Radial Velocity,2020,9.26200000,0.068000,,,4.20000,0.01321,Msini,0.000000,468,0,3688.00,0.47,0.49,3.2900000
678,GJ 887 c,GJ 887,1,1,2,Radial Velocity,2020,21.78900000,0.120000,,,7.60000,0.02391,Msini,,352,0,3688.00,0.47,0.49,3.2900000
679,GJ 9066 b,GJ 9066,1,1,2,Radial Velocity,2020,241.88300000,0.403000,,,30.90000,0.09722,Msini,0.180000,,0,,,0.15,4.4710000
680,GJ 9066 c,GJ 9066,1,1,2,Radial Velocity,2020,771.36000000,0.880000,,,66.74397,0.21000,Msini,0.460000,,0,3154.00,0.16,0.15,4.4710000
682,GJ 96 b,GJ 96,1,1,1,Radial Velocity,2018,73.94000000,0.291000,,,19.66000,0.06186,Msini,0.440000,,0,3785.00,,0.60,11.9315000
683,GJ 9689 b,GJ 9689,1,1,1,Radial Velocity,2020,18.27000000,0.113900,,,9.65000,0.03036,Msini,0.290000,453,0,3836.00,0.57,0.59,30.6203000
688,GJ 9827 b,GJ 9827,1,1,3,Transit,2017,1.20898190,0.018800,1.577,0.141,4.91000,0.01545,Mass,0.000000,,0,4340.00,0.60,0.61,29.6610000
691,GJ 9827 c,GJ 9827,1,1,3,Transit,2017,3.64809570,0.039250,1.241,0.111,0.84000,0.00264,Mass,0.000000,,0,4340.00,0.60,0.61,29.6610000
696,GJ 9827 d,GJ 9827,1,1,3,Transit,2017,6.20146980,0.055910,2.022,0.180,4.04000,0.01271,Mass,0.000000,,0,4340.00,0.60,0.61,29.6610000
697,GPX-1 b,GPX-1,1,1,1,Transit,2021,1.74457900,0.033800,16.477,1.470,6261.21962,19.70000,Mass,0.000000,2300,0,7000.00,1.56,1.68,655.0130000
699,GQ Lup b,GQ Lup,1,1,1,Imaging,2004,,100.000000,33.600,3.000,6356.00000,20.00000,Mass,,2650,0,,,0.70,151.1690000
700,GSC 06214-00210 b,GSC 06214-00210,1,1,1,Imaging,2010,,320.000000,,,5000.00000,16.00000,Mass,,2300,0,4200.00,,0.90,108.5000000
704,GU Psc b,GU Psc,1,1,1,Imaging,2014,,2000.000000,14.179,1.265,3591.30000,11.30000,Mass,,1050,0,,,0.33,47.5501000
705,Gl 378 b,Gl 378,1,1,1,Radial Velocity,2019,3.82200000,0.039435,,,13.02000,0.04097,Msini,0.109000,830,0,3879.00,0.56,0.56,14.9545000
706,Gl 49 b,Gl 49,1,2,1,Radial Velocity,2019,13.85080000,0.090500,,,5.63000,0.01771,Msini,0.363000,,0,3805.00,0.51,0.52,9.8528000
709,Gl 686 b,Gl 686,1,1,1,Radial Velocity,2018,15.53000000,0.091000,,,6.62400,0.02084,Msini,0.050000,,0,3656.00,0.43,0.43,8.1572800
721,HAT-P-1 b,HAT-P-1,1,2,1,Transit,2006,4.46529976,0.055610,14.785,1.319,166.86075,0.52500,Mass,,1322,0,5980.00,1.17,1.15,158.9790000
728,HAT-P-11 b,HAT-P-11,1,1,2,Transit,2008,4.88780244,0.052540,4.360,0.389,23.40000,0.07362,Msini,0.218000,,0,4780.00,0.68,0.81,37.7647000
738,HAT-P-11 c,HAT-P-11,1,1,2,Radial Velocity,2018,3407.00000000,4.130000,,,507.00000,1.59519,Msini,0.601000,,0,4780.00,0.68,0.81,37.7647000
744,HAT-P-12 b,HAT-P-12,1,1,1,Transit,2009,3.21305980,0.038400,10.749,0.959,67.05900,0.21100,Mass,0.000000,963,0,4650.00,0.70,0.73,142.7510000
755,HAT-P-13 b,HAT-P-13,1,1,2,Transit,2009,2.91625000,,14.258,1.272,270.46200,0.85100,Mass,0.013300,,1,,,,246.8100000
759,HAT-P-13 c,HAT-P-13,1,1,2,Radial Velocity,2009,446.27000000,,,,4538.42100,14.28000,Msini,0.661600,,0,,,,246.8100000
